Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/AmazonLogin_Page/TC_SearchField_002,Chrome 121.0.0.0,validate drop down button to search different categories of product,,31-01-2024 17:56:18,31-01-2024 17:56:50,31.610s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,31-01-2024 17:56:18,31-01-2024 17:56:20,1.594s,PASSED
"navigateToUrl(""https://www.amazon.com/"")",Chrome 121.0.0.0,,,31-01-2024 17:56:20,31-01-2024 17:56:21,1.049s,PASSED
refresh(),Chrome 121.0.0.0,,,31-01-2024 17:56:21,31-01-2024 17:56:21,0.527s,PASSED
delay(10),Chrome 121.0.0.0,,,31-01-2024 17:56:21,31-01-2024 17:56:31,10.009s,PASSED
"selectOptionByLabel(findTestObject(""SearchField/Validate_SearchField/SearchField_OR_002/All_Departments""), category, true)",Chrome 121.0.0.0,,,31-01-2024 17:56:31,31-01-2024 17:56:33,1.474s,PASSED
delay(10),Chrome 121.0.0.0,,,31-01-2024 17:56:33,31-01-2024 17:56:43,10.016s,PASSED
"setText(findTestObject(""SearchField/Validate_SearchField/SearchField_OR_002/Search_txt_field""), item)",Chrome 121.0.0.0,,,31-01-2024 17:56:43,31-01-2024 17:56:43,0.763s,PASSED
"click(findTestObject(""SearchField/Validate_SearchField/SearchField_OR_002/iSearch_btn""))",Chrome 121.0.0.0,,,31-01-2024 17:56:43,31-01-2024 17:56:50,6.161s,PASSED
,,,,,,,
Test Cases/AmazonLogin_Page/TC_SearchField_002,Chrome 121.0.0.0,validate drop down button to search different categories of product,,31-01-2024 17:56:50,31-01-2024 17:57:22,32.005s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,31-01-2024 17:56:50,31-01-2024 17:56:51,1.594s,PASSED
"navigateToUrl(""https://www.amazon.com/"")",Chrome 121.0.0.0,,,31-01-2024 17:56:51,31-01-2024 17:56:53,1.601s,PASSED
refresh(),Chrome 121.0.0.0,,,31-01-2024 17:56:53,31-01-2024 17:56:54,0.763s,PASSED
delay(10),Chrome 121.0.0.0,,,31-01-2024 17:56:54,31-01-2024 17:57:04,10.007s,PASSED
"selectOptionByLabel(findTestObject(""SearchField/Validate_SearchField/SearchField_OR_002/All_Departments""), category, true)",Chrome 121.0.0.0,,,31-01-2024 17:57:04,31-01-2024 17:57:05,1.411s,PASSED
delay(10),Chrome 121.0.0.0,,,31-01-2024 17:57:05,31-01-2024 17:57:15,10.006s,PASSED
"setText(findTestObject(""SearchField/Validate_SearchField/SearchField_OR_002/Search_txt_field""), item)",Chrome 121.0.0.0,,,31-01-2024 17:57:15,31-01-2024 17:57:16,0.646s,PASSED
"click(findTestObject(""SearchField/Validate_SearchField/SearchField_OR_002/iSearch_btn""))",Chrome 121.0.0.0,,,31-01-2024 17:57:16,31-01-2024 17:57:22,5.958s,PASSED
