Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""SearchField/Validate_SearchField/SearchField_OR_002/iSearch_btn""))",Chrome 121.0.0.0,,,31-01-2024 11:13:30,31-01-2024 11:13:36,5.354s,PASSED
,,,,,,,
Test Cases/DataDrivenTesting/SearchField_TC_002,Chrome 121.0.0.0,validate drop down button to search different categories of product,,31-01-2024 11:13:36,31-01-2024 11:14:01,25.083s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,31-01-2024 11:13:36,31-01-2024 11:13:38,2.399s,PASSED
"navigateToUrl(""https://www.amazon.com/"")",Chrome 121.0.0.0,,,31-01-2024 11:13:38,31-01-2024 11:13:42,3.597s,PASSED
refresh(),Chrome 121.0.0.0,,,31-01-2024 11:13:42,31-01-2024 11:13:45,2.818s,PASSED
waitForPageLoad(20),Chrome 121.0.0.0,,,31-01-2024 11:13:45,31-01-2024 11:13:45,0.108s,PASSED
"selectOptionByLabel(findTestObject(""SearchField/Validate_SearchField/SearchField_OR_002/All_Departments""), category, true)",Chrome 121.0.0.0,,,31-01-2024 11:13:45,31-01-2024 11:13:49,4.409s,PASSED
"setText(findTestObject(""SearchField/Validate_SearchField/SearchField_OR_002/Search_txt_field""), item)",Chrome 121.0.0.0,,,31-01-2024 11:13:49,31-01-2024 11:13:50,1.275s,PASSED
"click(findTestObject(""SearchField/Validate_SearchField/SearchField_OR_002/iSearch_btn""))",Chrome 121.0.0.0,,,31-01-2024 11:13:50,31-01-2024 11:14:01,10.447s,PASSED
